,GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
175,COUNTRIES,AFG,Afghanistan,2020.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",ADMIN,Administrative coverage,1856688.0,877587.0,47.27
176,COUNTRIES,AFG,Afghanistan,2020.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1780564.0,1518597.0,85.29
177,COUNTRIES,AFG,Afghanistan,2020.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1780564.0,1518597.0,85.29
178,COUNTRIES,AFG,Afghanistan,2020.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1780564.0,1426761.0,80.13
179,COUNTRIES,AFG,Afghanistan,2020.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1780564.0,1365889.0,76.71
180,COUNTRIES,AFG,Afghanistan,2020.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1780564.0,960032.0,53.92
181,COUNTRIES,AFG,Afghanistan,2020.0,PAB,Protection at birth (PAB) against neonatal tetanus,ADMIN,Administrative coverage,1856687.0,1514835.0,81.59
182,COUNTRIES,AFG,Afghanistan,2020.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1780564.0,1699306.0,95.44
183,COUNTRIES,AFG,Afghanistan,2020.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1780564.0,1525781.0,85.69
184,COUNTRIES,AFG,Afghanistan,2020.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1780564.0,1484658.0,83.38
185,COUNTRIES,AFG,Afghanistan,2020.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1780564.0,1512399.0,84.94
186,COUNTRIES,AFG,Afghanistan,2020.0,ROTA1,"Rotavirus, 1st dose",ADMIN,Administrative coverage,1780564.0,1558379.0,87.52
187,COUNTRIES,AFG,Afghanistan,2020.0,ROTAC,"Rotavirus, last dose",ADMIN,Administrative coverage,1780564.0,1370986.0,77.0
188,COUNTRIES,AFG,Afghanistan,2020.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,1856687.0,1514835.0,81.59
189,COUNTRIES,AFG,Afghanistan,2019.0,BCG,BCG,ADMIN,Administrative coverage,1808036.0,1710559.0,94.61
190,COUNTRIES,AFG,Afghanistan,2019.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1733907.0,1637382.0,94.43
191,COUNTRIES,AFG,Afghanistan,2019.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1733907.0,1502684.0,86.66
192,COUNTRIES,AFG,Afghanistan,2019.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",ADMIN,Administrative coverage,1808036.0,810801.0,44.84
193,COUNTRIES,AFG,Afghanistan,2019.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1733907.0,1502684.0,86.66
194,COUNTRIES,AFG,Afghanistan,2019.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1733907.0,1502684.0,86.66
195,COUNTRIES,AFG,Afghanistan,2019.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1733907.0,1473349.0,85.0
196,COUNTRIES,AFG,Afghanistan,2019.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1733907.0,1303953.0,75.0
197,COUNTRIES,AFG,Afghanistan,2019.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1733907.0,905265.0,52.0
198,COUNTRIES,AFG,Afghanistan,2019.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1733907.0,1611211.0,93.0
199,COUNTRIES,AFG,Afghanistan,2019.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1733907.0,1470850.0,85.0
200,COUNTRIES,AFG,Afghanistan,2019.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1733907.0,1439163.0,83.0
201,COUNTRIES,AFG,Afghanistan,2019.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1733907.0,1472566.0,85.0
202,COUNTRIES,AFG,Afghanistan,2019.0,ROTA1,"Rotavirus, 1st dose",ADMIN,Administrative coverage,1733907.0,1431108.0,83.0
203,COUNTRIES,AFG,Afghanistan,2019.0,ROTAC,"Rotavirus, last dose",ADMIN,Administrative coverage,1733907.0,1262655.0,73.0
204,COUNTRIES,AFG,Afghanistan,2019.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,1808036.0,1532097.0,85.0
205,COUNTRIES,AFG,Afghanistan,2018.0,BCG,BCG,ADMIN,Administrative coverage,1761919.0,1725151.0,97.91
206,COUNTRIES,AFG,Afghanistan,2018.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1689680.0,1682125.0,99.55
207,COUNTRIES,AFG,Afghanistan,2018.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1689680.0,1467023.0,86.82
208,COUNTRIES,AFG,Afghanistan,2018.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",ADMIN,Administrative coverage,1761919.0,671513.0,38.11
209,COUNTRIES,AFG,Afghanistan,2018.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1689680.0,1467023.0,86.82
210,COUNTRIES,AFG,Afghanistan,2018.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1689680.0,1467023.0,86.82
211,COUNTRIES,AFG,Afghanistan,2018.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1689680.0,1457052.0,86.23
212,COUNTRIES,AFG,Afghanistan,2018.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1689680.0,1393058.0,82.45
213,COUNTRIES,AFG,Afghanistan,2018.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1689680.0,1006097.0,59.54
214,COUNTRIES,AFG,Afghanistan,2018.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1689680.0,1646359.0,97.44
215,COUNTRIES,AFG,Afghanistan,2018.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1689680.0,1505590.0,89.11
216,COUNTRIES,AFG,Afghanistan,2018.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1689680.0,1423805.0,84.26
217,COUNTRIES,AFG,Afghanistan,2018.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1689680.0,1463862.0,86.64
218,COUNTRIES,AFG,Afghanistan,2018.0,ROTA1,"Rotavirus, 1st dose",ADMIN,Administrative coverage,1689680.0,1269701.0,75.14
219,COUNTRIES,AFG,Afghanistan,2018.0,ROTAC,"Rotavirus, last dose",ADMIN,Administrative coverage,1689680.0,1007865.0,59.65
220,COUNTRIES,AFG,Afghanistan,2018.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,1761919.0,1492525.0,84.71
221,COUNTRIES,AFG,Afghanistan,2017.0,BCG,BCG,ADMIN,Administrative coverage,1625297.0,1517038.0,93.34
222,COUNTRIES,AFG,Afghanistan,2017.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1584508.0,1487919.0,93.9
223,COUNTRIES,AFG,Afghanistan,2017.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1584508.0,1290673.0,81.46
224,COUNTRIES,AFG,Afghanistan,2017.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",ADMIN,Administrative coverage,1625297.0,484141.0,29.79
225,COUNTRIES,AFG,Afghanistan,2017.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1584508.0,1290673.0,81.46
226,COUNTRIES,AFG,Afghanistan,2017.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1584508.0,1290673.0,81.46
227,COUNTRIES,AFG,Afghanistan,2017.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1584508.0,1260088.0,79.53
228,COUNTRIES,AFG,Afghanistan,2017.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1584508.0,1232145.0,77.76
229,COUNTRIES,AFG,Afghanistan,2017.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1584508.0,809653.0,51.1
230,COUNTRIES,AFG,Afghanistan,2017.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1584508.0,1439685.0,90.86
231,COUNTRIES,AFG,Afghanistan,2017.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1584508.0,1324948.0,83.62
232,COUNTRIES,AFG,Afghanistan,2017.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1584508.0,1287809.0,81.28
233,COUNTRIES,AFG,Afghanistan,2017.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1584508.0,1480310.0,93.42
234,COUNTRIES,AFG,Afghanistan,2017.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,1584508.0,1396076.0,85.9
235,COUNTRIES,AFG,Afghanistan,2016.0,BCG,BCG,ADMIN,Administrative coverage,1321815.0,1145457.0,86.66
236,COUNTRIES,AFG,Afghanistan,2016.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1220035.0,1122997.0,92.05
237,COUNTRIES,AFG,Afghanistan,2016.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1220035.0,992173.0,81.32
238,COUNTRIES,AFG,Afghanistan,2016.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",ADMIN,Administrative coverage,1321815.0,266048.0,20.13
239,COUNTRIES,AFG,Afghanistan,2016.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1220035.0,992173.0,81.32
240,COUNTRIES,AFG,Afghanistan,2016.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1220035.0,992173.0,81.32
241,COUNTRIES,AFG,Afghanistan,2016.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,1220035.0,992173.0,81.32
242,COUNTRIES,AFG,Afghanistan,2016.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1220035.0,911280.0,74.69
243,COUNTRIES,AFG,Afghanistan,2016.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1220035.0,626662.0,51.36
244,COUNTRIES,AFG,Afghanistan,2016.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1220035.0,1054023.0,86.39
245,COUNTRIES,AFG,Afghanistan,2016.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1220035.0,1001630.0,82.1
246,COUNTRIES,AFG,Afghanistan,2016.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1220035.0,943534.0,77.34
247,COUNTRIES,AFG,Afghanistan,2016.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1220035.0,992173.0,81.32
248,COUNTRIES,AFG,Afghanistan,2016.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,1220035.0,713244.0,58.46
249,COUNTRIES,AFG,Afghanistan,2015.0,BCG,BCG,ADMIN,Administrative coverage,1549002.0,1535514.0,99.13
250,COUNTRIES,AFG,Afghanistan,2015.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1429729.0,1593629.0,111.0
251,COUNTRIES,AFG,Afghanistan,2015.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1429729.0,1423433.0,99.5
252,COUNTRIES,AFG,Afghanistan,2015.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",ADMIN,Administrative coverage,1549002.0,279096.0,18.02
253,COUNTRIES,AFG,Afghanistan,2015.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1429729.0,1423433.0,99.5
254,COUNTRIES,AFG,Afghanistan,2015.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1429729.0,1423433.0,99.5
255,COUNTRIES,AFG,Afghanistan,2015.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1429729.0,1314752.0,92.0
256,COUNTRIES,AFG,Afghanistan,2015.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1429729.0,1618719.0,113.0
257,COUNTRIES,AFG,Afghanistan,2015.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1429729.0,1395147.0,98.0
258,COUNTRIES,AFG,Afghanistan,2015.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1429729.0,1304327.0,91.0
259,COUNTRIES,AFG,Afghanistan,2015.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1429729.0,1421419.0,99.0
260,COUNTRIES,AFG,Afghanistan,2015.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,1549002.0,1441514.0,93.0
261,COUNTRIES,AFG,Afghanistan,2014.0,BCG,BCG,ADMIN,Administrative coverage,1512698.0,1530282.0,101.16
262,COUNTRIES,AFG,Afghanistan,2014.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1317560.0,1585681.0,120.35
263,COUNTRIES,AFG,Afghanistan,2014.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1317560.0,1378943.0,104.66
264,COUNTRIES,AFG,Afghanistan,2014.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",ADMIN,Administrative coverage,1512698.0,57879.0,3.83
265,COUNTRIES,AFG,Afghanistan,2014.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1317560.0,1378943.0,104.0
266,COUNTRIES,AFG,Afghanistan,2014.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1317560.0,1378943.0,104.0
267,COUNTRIES,AFG,Afghanistan,2014.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1317560.0,1278491.0,97.0
268,COUNTRIES,AFG,Afghanistan,2014.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1317560.0,791861.0,60.0
269,COUNTRIES,AFG,Afghanistan,2014.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,1317560.0,1527938.0,115.0
270,COUNTRIES,AFG,Afghanistan,2014.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,1317560.0,1237795.0,94.0
271,COUNTRIES,AFG,Afghanistan,2014.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,1317560.0,915548.0,69.0
272,COUNTRIES,AFG,Afghanistan,2014.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1317560.0,1378943.0,104.0
273,COUNTRIES,AFG,Afghanistan,2014.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,1512698.0,1348356.0,89.0
274,COUNTRIES,AFG,Afghanistan,2013.0,BCG,BCG,ADMIN,Administrative coverage,1477244.0,1487437.0,100.69
275,COUNTRIES,AFG,Afghanistan,2013.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1286679.0,1447307.0,112.48
276,COUNTRIES,AFG,Afghanistan,2013.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1286679.0,1302508.0,101.23
277,COUNTRIES,AFG,Afghanistan,2013.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1286679.0,1302508.0,101.23
278,COUNTRIES,AFG,Afghanistan,2013.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1286679.0,1302508.0,101.23
279,COUNTRIES,AFG,Afghanistan,2013.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1286679.0,1183570.0,91.99
280,COUNTRIES,AFG,Afghanistan,2013.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1286679.0,734030.0,57.05
281,COUNTRIES,AFG,Afghanistan,2013.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1286679.0,1302508.0,101.23
282,COUNTRIES,AFG,Afghanistan,2013.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,1477244.0,936139.0,63.37
283,COUNTRIES,AFG,Afghanistan,2012.0,BCG,BCG,ADMIN,Administrative coverage,1443139.0,1354463.0,94.0
284,COUNTRIES,AFG,Afghanistan,2012.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1256974.0,1341174.0,106.0
285,COUNTRIES,AFG,Afghanistan,2012.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1256974.0,1158416.0,92.0
286,COUNTRIES,AFG,Afghanistan,2012.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1256974.0,1158416.0,92.0
287,COUNTRIES,AFG,Afghanistan,2012.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1256974.0,1158416.0,92.0
288,COUNTRIES,AFG,Afghanistan,2012.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1256974.0,1067415.0,85.0
289,COUNTRIES,AFG,Afghanistan,2012.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1256974.0,677890.0,54.0
290,COUNTRIES,AFG,Afghanistan,2012.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1256974.0,1158416.0,92.0
291,COUNTRIES,AFG,Afghanistan,2012.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,1443139.0,1095588.0,76.0
292,COUNTRIES,AFG,Afghanistan,2011.0,BCG,BCG,ADMIN,Administrative coverage,1409401.0,1267519.0,89.93
293,COUNTRIES,AFG,Afghanistan,2011.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1227588.0,1227586.0,100.0
294,COUNTRIES,AFG,Afghanistan,2011.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1227588.0,1087210.0,89.0
295,COUNTRIES,AFG,Afghanistan,2011.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1227588.0,1087210.0,89.0
296,COUNTRIES,AFG,Afghanistan,2011.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,1227588.0,1087210.0,89.0
297,COUNTRIES,AFG,Afghanistan,2011.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1227588.0,1000611.0,82.0
298,COUNTRIES,AFG,Afghanistan,2011.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1227588.0,584711.0,48.0
299,COUNTRIES,AFG,Afghanistan,2011.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,1408760.0,1062423.0,75.0
300,COUNTRIES,AFG,Afghanistan,2010.0,BCG,BCG,ADMIN,Administrative coverage,1376369.0,1199858.0,87.0
301,COUNTRIES,AFG,Afghanistan,2010.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1198817.0,1185135.0,99.0
302,COUNTRIES,AFG,Afghanistan,2010.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1198817.0,1037889.0,87.0
303,COUNTRIES,AFG,Afghanistan,2010.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1198817.0,1037889.0,87.0
304,COUNTRIES,AFG,Afghanistan,2010.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1198817.0,946750.7333,79.0
305,COUNTRIES,AFG,Afghanistan,2010.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1198817.0,555989.0,46.0
306,COUNTRIES,AFG,Afghanistan,2010.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1198817.0,1037889.0,87.0
307,COUNTRIES,AFG,Afghanistan,2010.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,1376369.0,1027927.0,75.0
308,COUNTRIES,AFG,Afghanistan,2009.0,BCG,BCG,ADMIN,Administrative coverage,1346653.0,1106848.0,82.19
309,COUNTRIES,AFG,Afghanistan,2009.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1172935.0,1099348.0,94.0
310,COUNTRIES,AFG,Afghanistan,2009.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1172935.0,977606.0,83.0
311,COUNTRIES,AFG,Afghanistan,2009.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1172935.0,977606.0,83.0
312,COUNTRIES,AFG,Afghanistan,2009.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1172935.0,895505.0,76.0
313,COUNTRIES,AFG,Afghanistan,2009.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1172935.0,474710.0,40.0
314,COUNTRIES,AFG,Afghanistan,2009.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1172935.0,977606.0,83.0
315,COUNTRIES,AFG,Afghanistan,2009.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,1346653.0,917617.0,68.0
316,COUNTRIES,AFG,Afghanistan,2008.0,BCG,BCG,ADMIN,Administrative coverage,1315091.0,1116419.0,85.0
317,COUNTRIES,AFG,Afghanistan,2008.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1145444.0,969149.0,85.0
318,COUNTRIES,AFG,Afghanistan,2008.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1145444.0,969149.0,85.0
319,COUNTRIES,AFG,Afghanistan,2008.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1145444.0,857008.0,75.0
320,COUNTRIES,AFG,Afghanistan,2008.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1145444.0,449578.0,39.0
321,COUNTRIES,AFG,Afghanistan,2008.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1145444.0,969149.0,85.0
322,COUNTRIES,AFG,Afghanistan,2008.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,1315091.0,848421.0,65.0
323,COUNTRIES,AFG,Afghanistan,2007.0,BCG,BCG,ADMIN,Administrative coverage,1282605.0,991297.0,77.0
324,COUNTRIES,AFG,Afghanistan,2007.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1083802.0,1009902.0,93.0
325,COUNTRIES,AFG,Afghanistan,2007.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1083802.0,898660.0,83.0
326,COUNTRIES,AFG,Afghanistan,2007.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,1083802.0,898660.0,83.0
327,COUNTRIES,AFG,Afghanistan,2007.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1083802.0,762743.0,70.0
328,COUNTRIES,AFG,Afghanistan,2007.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1083802.0,169952.0,15.68
329,COUNTRIES,AFG,Afghanistan,2007.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,1282606.0,766197.0,59.74
330,COUNTRIES,AFG,Afghanistan,2006.0,BCG,BCG,ADMIN,Administrative coverage,1254168.0,961705.0,77.0
331,COUNTRIES,AFG,Afghanistan,2006.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1059772.0,1120045.0,106.0
332,COUNTRIES,AFG,Afghanistan,2006.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1059772.0,736335.0,69.0
333,COUNTRIES,AFG,Afghanistan,2006.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1059772.0,725610.0,68.0
334,COUNTRIES,AFG,Afghanistan,2006.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1058824.0,272478.0,26.0
335,COUNTRIES,AFG,Afghanistan,2006.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,1253047.0,681836.0,54.0
336,COUNTRIES,AFG,Afghanistan,2005.0,BCG,BCG,ADMIN,Administrative coverage,1215335.0,888419.0,73.0
337,COUNTRIES,AFG,Afghanistan,2005.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1045188.0,920635.0,88.0
338,COUNTRIES,AFG,Afghanistan,2005.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1045188.0,796256.0,76.0
339,COUNTRIES,AFG,Afghanistan,2005.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1045188.0,666149.0,64.0
340,COUNTRIES,AFG,Afghanistan,2005.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1045188.0,139334.0,13.0
341,COUNTRIES,AFG,Afghanistan,2005.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,1045188.0,796256.0,76.0
342,COUNTRIES,AFG,Afghanistan,2005.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,1215335.0,624476.0,51.0
343,COUNTRIES,AFG,Afghanistan,2004.0,BCG,BCG,ADMIN,Administrative coverage,1186851.0,774703.0,65.0
344,COUNTRIES,AFG,Afghanistan,2004.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,1002889.0,801482.0,80.0
345,COUNTRIES,AFG,Afghanistan,2004.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,1002889.0,662398.0,66.0
